Alaska,1.0
Alabama,0.6301369863013698
Arkansas,1.3265306122448979
Arizona,0.7317073170731707
California,0.9873417721518988
Colorado,1.8125
Connecticut,1.25
Delaware,0.8421052631578947
Florida,0.9017857142857143
Georgia,1.72
Hawaii,1.8620689655172413
Iowa,0.024390243902439025
Idaho,-0.375
Illinois,0.7682926829268293
Indiana,0.7571428571428571
Kansas,-0.3170731707317073
Kentucky,1.3055555555555556
Louisiana,0.9302325581395349
Massachusetts,1.4285714285714286
Maryland,1.45
Maine,0.47368421052631576
Michigan,0.5806451612903226
Minnesota,-0.075
Missouri,0.8918918918918919
Mississippi,0.22727272727272727
Montana,-0.5
North Carolina,1.681159420289855
North Dakota,2.6
Nebraska,1.16
New Hampshire,3.6666666666666665
New Jersey,1.5333333333333334
New Mexico,2.0
Nevada,-0.5
New York,0.6516129032258065
Ohio,0.3764705882352941
Oklahoma,1.4583333333333333
Oregon,0.7142857142857143
Pennsylvania,0.5483870967741935
Rhode Island,-0.2727272727272727
South Carolina,2.3333333333333335
South Dakota,3.0
Tennessee,1.3428571428571427
Texas,0.6037735849056604
Utah,3.0
Virginia,1.328125
Vermont,0.25
Washington,1.2380952380952381
Wisconsin,1.3181818181818181
West Virginia,1.6666666666666667
Wyoming,0.0
